step,lr
2376,0.0001
2380,0.0001
2384,0.0001
2388,0.0001
2392,0.0001
2396,0.0001
2400,0.0001
2404,0.0001
2408,0.0001
2412,0.0001
2416,0.0001
2420,0.0001
2424,0.0001
2428,0.0001
2432,0.0001
2436,0.0001
2440,0.0001
2444,0.0001
2448,0.0001
2452,0.0001
2456,0.0001
2460,0.0001
2464,0.0001
2468,0.0001
2472,0.0001
2476,0.0001
2480,0.0001
2484,0.0001
2488,0.0001
2492,0.0001
2496,0.0001
2500,0.0001
2504,0.0001
2508,0.0001
2512,0.0001
2516,0.0001
2520,0.0001
2524,0.0001
2528,0.0001
2532,0.0001
2536,0.0001
2540,0.0001
2544,0.0001
2548,0.0001
2552,0.0001
2556,0.0001
2560,0.0001
2564,0.0001
2568,0.0001
2572,0.0001
2576,0.0001
2580,0.0001
2584,0.0001
2588,0.0001
2592,0.0001
2596,0.0001
2600,0.0001
2604,0.0001
2608,0.0001
2612,0.0001
2616,0.0001
2620,0.0001
2624,0.0001
2628,0.0001
2632,0.0001
2636,0.0001
2640,0.0001
2644,0.0001
2648,0.0001
2652,0.0001
2656,0.0001
2660,0.0001
2664,0.0001
2668,0.0001
2672,0.0001
2676,0.0001
2680,0.0001
2684,0.0001
2688,0.0001
2692,0.0001
2696,0.0001
2700,0.0001
2704,0.0001
2708,0.0001
2712,0.0001
2716,0.0001
2720,0.0001
2724,0.0001
2728,0.0001
2732,0.0001
2736,0.0001
2740,0.0001
2744,0.0001
2748,0.0001
2752,0.0001
2756,0.0001
2760,0.0001
2764,0.0001
2768,0.0001
2772,0.0001
2776,0.0001
2780,0.0001
2784,0.0001
2788,0.0001
2792,0.0001
2796,0.0001
2800,0.0001
2804,0.0001
2808,0.0001
2812,0.0001
2816,0.0001
2820,0.0001
2824,0.0001
2828,0.0001
2832,0.0001
2836,0.0001
2840,0.0001
2844,0.0001
2848,0.0001
2852,0.0001
2856,0.0001
2860,0.0001
2864,0.0001
2868,0.0001
2872,0.0001
2876,0.0001
2880,0.0001
2884,0.0001
2888,0.0001
2892,0.0001
2896,0.0001
2900,0.0001
2904,0.0001
2908,0.0001
2912,0.0001
2916,0.0001
2920,0.0001
2924,0.0001
2928,0.0001
2932,0.0001
2936,0.0001
2940,0.0001
2944,0.0001
2948,0.0001
2952,0.0001
2956,0.0001
2960,0.0001
2964,0.0001
2968,0.0001
2972,0.0001
2976,0.0001
2980,0.0001
2984,0.0001
2988,0.0001
2992,0.0001
2996,0.0001
3000,0.0001
3004,0.0001
3008,0.0001
3012,0.0001
3016,0.0001
3020,0.0001
3024,0.0001
3028,0.0001
3032,0.0001
3036,0.0001
3040,0.0001
3044,0.0001
3048,0.0001
3052,0.0001
3056,0.0001
3060,0.0001
3064,0.0001
3068,0.0001
3072,0.0001
3076,0.0001
3080,0.0001
3084,0.0001
3088,0.0001
3092,0.0001
3096,0.0001
3100,0.0001
3104,0.0001
3108,0.0001
3112,0.0001
3116,0.0001
3120,0.0001
3124,0.0001
3128,0.0001
3132,0.0001
3136,0.0001
3140,0.0001
3144,0.0001
3148,0.0001
3152,0.0001
3156,0.0001
3160,0.0001
3164,0.0001
3168,0.0001
3172,0.0001
3176,0.0001
3180,0.0001
3184,0.0001
3188,0.0001
3192,0.0001
3196,0.0001
3200,0.0001
3204,0.0001
3208,0.0001
3212,0.0001
3216,0.0001
3220,0.0001
3224,0.0001
3228,0.0001
3232,0.0001
3236,0.0001
3240,0.0001
3244,0.0001
3248,0.0001
3252,0.0001
3256,0.0001
3260,0.0001
3264,0.0001
3268,0.0001
3272,0.0001
3276,0.0001
3280,0.0001
3284,0.0001
3288,0.0001
3292,0.0001
3296,0.0001
3300,0.0001
3304,0.0001
3308,0.0001
3312,0.0001
3316,0.0001
3320,0.0001
3324,0.0001
3328,0.0001
3332,0.0001
3336,0.0001
3340,0.0001
3344,0.0001
3348,0.0001
3352,0.0001
3356,0.0001
3360,0.0001
3364,0.0001
3368,0.0001
3372,0.0001
3376,0.0001
3380,0.0001
3384,0.0001
3388,0.0001
3392,0.0001
3396,0.0001
3400,0.0001
3404,0.0001
3408,0.0001
3412,0.0001
3416,0.0001
3420,0.0001
3424,0.0001
3428,0.0001
3432,0.0001
3436,0.0001
3440,0.0001
3444,0.0001
3448,0.0001
3452,0.0001
3456,0.0001
3460,0.0001
3464,0.0001
3468,0.0001
3472,0.0001
3476,0.0001
3480,0.0001
3484,0.0001
3488,0.0001
3492,0.0001
3496,0.0001
3500,0.0001
3504,0.0001
3508,0.0001
3512,0.0001
3516,0.0001
3520,0.0001
3524,0.0001
3528,0.0001
3532,0.0001
3536,0.0001
3540,0.0001
3544,0.0001
3548,0.0001
3552,0.0001
3556,0.0001
3560,0.0001
3564,0.0001
3568,0.0001
3572,0.0001
3576,0.0001
3580,0.0001
3584,0.0001
3588,0.0001
3592,0.0001
3596,0.0001
3600,0.0001
3604,0.0001
3608,0.0001
3612,0.0001
3616,0.0001
3620,0.0001
3624,0.0001
3628,0.0001
3632,0.0001
3636,0.0001
3640,0.0001
3644,0.0001
3648,0.0001
3652,0.0001
3656,0.0001
3660,0.0001
3664,0.0001
3668,0.0001
3672,0.0001
3676,0.0001
3680,0.0001
3684,0.0001
3688,0.0001
3692,0.0001
3696,0.0001
3700,0.0001
3704,0.0001
3708,0.0001
3712,0.0001
3716,0.0001
3720,0.0001
3724,0.0001
3728,0.0001
3732,0.0001
3736,0.0001
3740,0.0001
3744,0.0001
3748,0.0001
3752,0.0001
3756,0.0001
3760,0.0001
3764,0.0001
3768,0.0001
3772,0.0001
3776,0.0001
3780,0.0001
3784,0.0001
3788,0.0001
3792,0.0001
3796,0.0001
3800,0.0001
3804,0.0001
3808,0.0001
3812,0.0001
3816,0.0001
3820,0.0001
3824,0.0001
3828,0.0001
3832,0.0001
3836,0.0001
3840,0.0001
3844,0.0001
3848,0.0001
3852,0.0001
3856,0.0001
3860,0.0001
3864,0.0001
3868,0.0001
3872,0.0001
3876,0.0001
3880,0.0001
3884,0.0001
3888,0.0001
3892,0.0001
3896,0.0001
3900,0.0001
3904,0.0001
3908,0.0001
3912,0.0001
3916,0.0001
3920,0.0001
3924,0.0001
3928,0.0001
3932,0.0001
3936,0.0001
3940,0.0001
3944,0.0001
3948,0.0001
3952,0.0001
3956,0.0001
3960,0.0001
3964,0.0001
3968,0.0001
3972,0.0001
3976,0.0001
3980,0.0001
3984,0.0001
3988,0.0001
3992,0.0001
3996,0.0001
4000,0.0001
4004,0.0001
4008,0.0001
4012,0.0001
4016,0.0001
4020,0.0001
4024,0.0001
4028,0.0001
4032,0.0001
4036,0.0001
4040,0.0001
4044,0.0001
4048,0.0001
4052,0.0001
4056,0.0001
4060,0.0001
4064,0.0001
4068,0.0001
4072,0.0001
4076,0.0001
4080,0.0001
4084,0.0001
4088,0.0001
4092,0.0001
4096,0.0001
4100,0.0001
4104,0.0001
4108,0.0001
4112,0.0001
4116,0.0001
4120,0.0001
4124,0.0001
4128,0.0001
4132,0.0001
4136,0.0001
4140,0.0001
4144,0.0001
4148,0.0001
4152,0.0001
4156,0.0001
4160,0.0001
4164,0.0001
4168,0.0001
4172,0.0001
4176,0.0001
4180,0.0001
4184,0.0001
4188,0.0001
4192,0.0001
4196,0.0001
4200,0.0001
4204,0.0001
4208,0.0001
4212,0.0001
4216,0.0001
4220,0.0001
4224,0.0001
4228,0.0001
4232,0.0001
4236,0.0001
4240,0.0001
4244,0.0001
4248,0.0001
4252,0.0001
4256,0.0001
4260,0.0001
4264,0.0001
4268,0.0001
4272,0.0001
4276,0.0001
4280,0.0001
4284,0.0001
4288,0.0001
4292,0.0001
4296,0.0001
4300,0.0001
4304,0.0001
4308,0.0001
4312,0.0001
4316,0.0001
4320,0.0001
4324,0.0001
4328,0.0001
4332,0.0001
4336,0.0001
4340,0.0001
4344,0.0001
4348,0.0001
4352,0.0001
4356,0.0001
4360,0.0001
4364,0.0001
4368,0.0001
4372,0.0001
4376,0.0001
4380,0.0001
4384,0.0001
4388,0.0001
4392,0.0001
4396,0.0001
4400,0.0001
4404,0.0001
4408,0.0001
4412,0.0001
4416,0.0001
4420,0.0001
4424,0.0001
4428,0.0001
4432,0.0001
4436,0.0001
4440,0.0001
4444,0.0001
4448,0.0001
4452,0.0001
4456,0.0001
4460,0.0001
4464,0.0001
4468,0.0001
4472,0.0001
4476,0.0001
4480,0.0001
4484,0.0001
4488,0.0001
4492,0.0001
4496,0.0001
4500,0.0001
4504,0.0001
4508,0.0001
4512,0.0001
4516,0.0001
4520,0.0001
4524,0.0001
4528,0.0001
4532,0.0001
4536,0.0001
4540,0.0001
4544,0.0001
4548,0.0001
4552,0.0001
4556,0.0001
4560,0.0001
4564,0.0001
4568,0.0001
4572,0.0001
4576,0.0001
4580,0.0001
4584,0.0001
4588,0.0001
4592,0.0001
4596,0.0001
4600,0.0001
4604,0.0001
4608,0.0001
4612,0.0001
4616,0.0001
4620,0.0001
4624,0.0001
4628,0.0001
4632,0.0001
4636,0.0001
4640,0.0001
4644,0.0001
4648,0.0001
4652,0.0001
4656,0.0001
4660,0.0001
4664,0.0001
4668,0.0001
4672,0.0001
4676,0.0001
4680,0.0001
4684,0.0001
4688,0.0001
4692,0.0001
4696,0.0001
4700,0.0001
4704,0.0001
4708,0.0001
4712,0.0001
4716,0.0001
4720,0.0001
4724,0.0001
4728,0.0001
4732,0.0001
4736,0.0001
4740,0.0001
4744,0.0001
4748,0.0001
4752,0.0001
4756,0.0001
4760,0.0001
4764,0.0001
4768,0.0001
4772,0.0001
4776,0.0001
4780,0.0001
4784,0.0001
4788,0.0001
4792,0.0001
4796,0.0001
4800,0.0001
4804,0.0001
4808,0.0001
4812,0.0001
4816,0.0001
4820,0.0001
4824,0.0001
4828,0.0001
4832,0.0001
4836,0.0001
4840,0.0001
4844,0.0001
4848,0.0001
4852,0.0001
4856,0.0001
4860,0.0001
4864,0.0001
4868,0.0001
4872,0.0001
4876,0.0001
4880,0.0001
4884,0.0001
4888,0.0001
4892,0.0001
4896,0.0001
4900,0.0001
4904,0.0001
4908,0.0001
4912,0.0001
4916,0.0001
4920,0.0001
4924,0.0001
4928,0.0001
4932,0.0001
4936,0.0001
4940,0.0001
4944,0.0001
4948,0.0001
4952,0.0001
4956,0.0001
4960,0.0001
4964,0.0001
4968,0.0001
4972,0.0001
4976,0.0001
4980,0.0001
4984,0.0001
4988,0.0001
4992,0.0001
4996,0.0001
5000,0.0001
5004,0.0001
5008,0.0001
5012,0.0001
5016,0.0001
5020,0.0001
5024,0.0001
5028,0.0001
5032,0.0001
5036,0.0001
5040,0.0001
5044,0.0001
5048,0.0001
5052,0.0001
5056,0.0001
5060,0.0001
5064,0.0001
5068,0.0001
5072,0.0001
5076,0.0001
5080,0.0001
5084,0.0001
5088,0.0001
5092,0.0001
5096,0.0001
5100,0.0001
5104,0.0001
5108,0.0001
5112,0.0001
5116,0.0001
5120,0.0001
5124,0.0001
5128,0.0001
5132,0.0001
5136,0.0001
5140,0.0001
5144,0.0001
5148,0.0001
5152,0.0001
5156,0.0001
5160,0.0001
5164,0.0001
5168,0.0001
5172,0.0001
5176,0.0001
5180,0.0001
5184,0.0001
5188,0.0001
5192,0.0001
5196,0.0001
5200,0.0001
5204,0.0001
5208,0.0001
5212,0.0001
5216,0.0001
5220,0.0001
5224,0.0001
5228,0.0001
5232,0.0001
5236,0.0001
5240,0.0001
5244,0.0001
5248,0.0001
5252,0.0001
5256,0.0001
5260,0.0001
5264,0.0001
5268,0.0001
5272,0.0001
5276,0.0001
5280,0.0001
5284,0.0001
5288,0.0001
5292,0.0001
5296,0.0001
5300,0.0001
5304,0.0001
5308,0.0001
5312,0.0001
5316,0.0001
5320,0.0001
5324,0.0001
5328,0.0001
5332,0.0001
5336,0.0001
5340,0.0001
5344,0.0001
5348,0.0001
5352,0.0001
5356,0.0001
5360,0.0001
5364,0.0001
5368,0.0001
5372,0.0001
5376,0.0001
5380,0.0001
5384,0.0001
5388,0.0001
5392,0.0001
5396,0.0001
5400,0.0001
5404,0.0001
5408,0.0001
5412,0.0001
5416,0.0001
5420,0.0001
5424,0.0001
5428,0.0001
5432,0.0001
5436,0.0001
5440,0.0001
5444,0.0001
5448,0.0001
5452,0.0001
5456,0.0001
5460,0.0001
5464,0.0001
5468,0.0001
5472,0.0001
5476,0.0001
5480,0.0001
5484,0.0001
5488,0.0001
5492,0.0001
5496,0.0001
5500,0.0001
5504,0.0001
5508,0.0001
5512,0.0001
5516,0.0001
5520,0.0001
5524,0.0001
5528,0.0001
5532,0.0001
5536,0.0001
5540,0.0001
5544,0.0001
5548,0.0001
5552,0.0001
5556,0.0001
5560,0.0001
5564,0.0001
5568,0.0001
5572,0.0001
5576,0.0001
5580,0.0001
5584,0.0001
5588,0.0001
5592,0.0001
5596,0.0001
5600,0.0001
5604,0.0001
5608,0.0001
5612,0.0001
5616,0.0001
5620,0.0001
5624,0.0001
5628,0.0001
5632,0.0001
5636,0.0001
5640,0.0001
5644,0.0001
5648,0.0001
5652,0.0001
5656,0.0001
5660,0.0001
5664,0.0001
5668,0.0001
5672,0.0001
5676,0.0001
5680,0.0001
5684,0.0001
5688,0.0001
5692,0.0001
5696,0.0001
5700,0.0001
5704,0.0001
5708,0.0001
5712,0.0001
5716,0.0001
5720,0.0001
5724,0.0001
5728,0.0001
5732,0.0001
5736,0.0001
5740,0.0001
5744,0.0001
5748,0.0001
5752,0.0001
5756,0.0001
5760,0.0001
5764,0.0001
5768,0.0001
5772,0.0001
5776,0.0001
5780,0.0001
5784,0.0001
5788,0.0001
5792,0.0001
5796,0.0001
5800,0.0001
5804,0.0001
5808,0.0001
5812,0.0001
5816,0.0001
5820,0.0001
5824,0.0001
5828,0.0001
5832,0.0001
5836,0.0001
5840,0.0001
5844,0.0001
5848,0.0001
5852,0.0001
5856,0.0001
5860,0.0001
5864,0.0001
5868,0.0001
5872,0.0001
5876,0.0001
5880,0.0001
5884,0.0001
5888,0.0001
5892,0.0001
5896,0.0001
5900,0.0001
5904,0.0001
5908,0.0001
5912,0.0001
5916,0.0001
5920,0.0001
5924,0.0001
5928,0.0001
5932,0.0001
5936,0.0001
5940,0.0001
5944,0.0001
5948,0.0001
5952,0.0001
5956,0.0001
5960,0.0001
5964,0.0001
5968,0.0001
5972,0.0001
5976,0.0001
5980,0.0001
5984,0.0001
5988,0.0001
5992,0.0001
5996,0.0001
6000,0.0001
6004,0.0001
6008,0.0001
6012,0.0001
6016,0.0001
6020,0.0001
6024,0.0001
6028,0.0001
6032,0.0001
6036,0.0001
6040,0.0001
6044,0.0001
6048,0.0001
6052,0.0001
6056,0.0001
6060,0.0001
6064,0.0001
6068,0.0001
6072,0.0001
6076,0.0001
6080,0.0001
6084,0.0001
6088,0.0001
6092,0.0001
6096,0.0001
6100,0.0001
6104,0.0001
6108,0.0001
6112,0.0001
6116,0.0001
6120,0.0001
6124,0.0001
6128,0.0001
6132,0.0001
6136,0.0001
6140,0.0001
6144,0.0001
6148,0.0001
6152,0.0001
6156,0.0001
6160,0.0001
6164,0.0001
6168,0.0001
6172,0.0001
6176,0.0001
6180,0.0001
6184,0.0001
6188,0.0001
6192,0.0001
6196,0.0001
6200,0.0001
6204,0.0001
6208,0.0001
6212,0.0001
6216,0.0001
6220,0.0001
6224,0.0001
6228,0.0001
6232,0.0001
6236,0.0001
6240,0.0001
6244,0.0001
6248,0.0001
6252,0.0001
6256,0.0001
6260,0.0001
6264,0.0001
6268,0.0001
6272,0.0001
6276,0.0001
6280,0.0001
6284,0.0001
6288,0.0001
6292,0.0001
6296,0.0001
6300,0.0001
6304,0.0001
6308,0.0001
6312,0.0001
6316,0.0001
6320,0.0001
6324,0.0001
6328,0.0001
6332,0.0001
6336,0.0001
6340,0.0001
6344,0.0001
6348,0.0001
6352,0.0001
6356,0.0001
6360,0.0001
6364,0.0001
6368,0.0001
6372,0.0001
6376,0.0001
6380,0.0001
6384,0.0001
6388,0.0001
6392,0.0001
6396,0.0001
6400,0.0001
6404,0.0001
6408,0.0001
6412,0.0001
6416,0.0001
6420,0.0001
6424,0.0001
6428,0.0001
6432,0.0001
6436,0.0001
6440,0.0001
6444,0.0001
6448,0.0001
6452,0.0001
6456,0.0001
6460,0.0001
6464,0.0001
6468,0.0001
6472,0.0001
6476,0.0001
6480,0.0001
6484,0.0001
6488,0.0001
6492,0.0001
6496,0.0001
6500,0.0001
6504,0.0001
6508,0.0001
6512,0.0001
6516,0.0001
6520,0.0001
6524,0.0001
6528,0.0001
6532,0.0001
6536,0.0001
6540,0.0001
6544,0.0001
6548,0.0001
6552,0.0001
6556,0.0001
6560,0.0001
6564,0.0001
6568,0.0001
6572,0.0001
6576,0.0001
6580,0.0001
6584,0.0001
6588,0.0001
6592,0.0001
6596,0.0001
6600,0.0001
6604,0.0001
6608,0.0001
6612,0.0001
6616,0.0001
6620,0.0001
6624,0.0001
6628,0.0001
6632,0.0001
6636,0.0001
6640,0.0001
6644,0.0001
6648,0.0001
6652,0.0001
6656,0.0001
6660,0.0001
6664,0.0001
6668,0.0001
6672,0.0001
6676,0.0001
6680,0.0001
6684,0.0001
6688,0.0001
6692,0.0001
6696,0.0001
6700,0.0001
6704,0.0001
6708,0.0001
6712,0.0001
6716,0.0001
6720,0.0001
6724,0.0001
6728,0.0001
6732,0.0001
6736,0.0001
6740,0.0001
6744,0.0001
6748,0.0001
6752,0.0001
6756,0.0001
6760,0.0001
6764,0.0001
6768,0.0001
6772,0.0001
6776,0.0001
6780,0.0001
6784,0.0001
6788,0.0001
6792,0.0001
6796,0.0001
6800,0.0001
6804,0.0001
6808,0.0001
6812,0.0001
6816,0.0001
6820,0.0001
6824,0.0001
6828,0.0001
6832,0.0001
6836,0.0001
6840,0.0001
6844,0.0001
6848,0.0001
6852,0.0001
6856,0.0001
6860,0.0001
6864,0.0001
6868,0.0001
6872,0.0001
6876,0.0001
6880,0.0001
6884,0.0001
6888,0.0001
6892,0.0001
6896,0.0001
6900,0.0001
6904,0.0001
6908,0.0001
6912,0.0001
6916,0.0001
6920,0.0001
6924,0.0001
6928,0.0001
6932,0.0001
6936,0.0001
6940,0.0001
6944,0.0001
6948,0.0001
6952,0.0001
6956,0.0001
6960,0.0001
6964,0.0001
6968,0.0001
6972,0.0001
6976,0.0001
6980,0.0001
6984,0.0001
6988,0.0001
6992,0.0001
6996,0.0001
7000,0.0001
7004,0.0001
7008,0.0001
7012,0.0001
7016,0.0001
7020,0.0001
7024,0.0001
7028,0.0001
7032,0.0001
7036,0.0001
7040,0.0001
7044,0.0001
7048,0.0001
7052,0.0001
7056,0.0001
7060,0.0001
7064,0.0001
7068,0.0001
7072,0.0001
7076,0.0001
7080,0.0001
7084,0.0001
7088,0.0001
7092,0.0001
7096,0.0001
7100,0.0001
7104,0.0001
7108,0.0001
7112,0.0001
7116,0.0001
